coordinate_id,market_id,city,state,geometry_id,point_id,label,bearing_deg,distance_miles,latitude,longitude,center_method_version,coordinate_method,precision_decimal_places,water_eligibility,provisional_risk
MKT008_MAPORG_NW4,MKT008,Vancouver,WA,GEOGRID21_V1,NW4,NW 4 mi,315.0,4,45.666595,-122.7339121,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT009_MAPORG_NE2,MKT009,Seattle,WA,GEOGRID21_V1,NE2,NE 2 mi,45.0,2,47.6243444,-122.2997217,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,HIGH
MKT009_MAPORG_SE2,MKT009,Seattle,WA,GEOGRID21_V1,SE2,SE 2 mi,135.0,2,47.5834035,-122.2997453,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,MED
MKT009_MAPORG_SW2,MKT009,Seattle,WA,GEOGRID21_V1,SW2,SW 2 mi,225.0,2,47.5834035,-122.3602567,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,MED
MKT009_MAPORG_NW2,MKT009,Seattle,WA,GEOGRID21_V1,NW2,NW 2 mi,315.0,2,47.6243444,-122.3602803,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,HIGH
MKT009_MAPORG_NE4,MKT009,Seattle,WA,GEOGRID21_V1,NE4,NE 4 mi,45.0,4,47.6448027,-122.2694188,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,HIGH
MKT009_MAPORG_SE4,MKT009,Seattle,WA,GEOGRID21_V1,SE4,SE 4 mi,135.0,4,47.562921,-122.2695133,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,MED
MKT009_MAPORG_SW4,MKT009,Seattle,WA,GEOGRID21_V1,SW4,SW 4 mi,225.0,4,47.562921,-122.3904887,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,MED
MKT009_MAPORG_NW4,MKT009,Seattle,WA,GEOGRID21_V1,NW4,NW 4 mi,315.0,4,47.6448027,-122.3905832,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,HIGH
MKT010_MAPORG_NE2,MKT010,Spokane,WA,GEOGRID21_V1,NE2,NE 2 mi,45.0,2,47.6802762,-117.3922184,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT010_MAPORG_SE2,MKT010,Spokane,WA,GEOGRID21_V1,SE2,SE 2 mi,135.0,2,47.6393357,-117.3922421,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT010_MAPORG_SW2,MKT010,Spokane,WA,GEOGRID21_V1,SW2,SW 2 mi,225.0,2,47.6393357,-117.4528179,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT010_MAPORG_NW2,MKT010,Spokane,WA,GEOGRID21_V1,NW2,NW 2 mi,315.0,2,47.6802762,-117.4528416,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT010_MAPORG_NE4,MKT010,Spokane,WA,GEOGRID21_V1,NE4,NE 4 mi,45.0,4,47.7007343,-117.3618831,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT010_MAPORG_SE4,MKT010,Spokane,WA,GEOGRID21_V1,SE4,SE 4 mi,135.0,4,47.6188534,-117.3619778,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT010_MAPORG_SW4,MKT010,Spokane,WA,GEOGRID21_V1,SW4,SW 4 mi,225.0,4,47.6188534,-117.4830822,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT010_MAPORG_NW4,MKT010,Spokane,WA,GEOGRID21_V1,NW4,NW 4 mi,315.0,4,47.7007343,-117.4831769,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT011_MAPORG_NE2,MKT011,Phoenix,AZ,GEOGRID21_V1,NE2,NE 2 mi,45.0,2,33.4693078,-112.0526156,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT011_MAPORG_SE2,MKT011,Phoenix,AZ,GEOGRID21_V1,SE2,SE 2 mi,135.0,2,33.4282673,-112.0526271,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT011_MAPORG_SW2,MKT011,Phoenix,AZ,GEOGRID21_V1,SW2,SW 2 mi,225.0,2,33.4282673,-112.1015729,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT011_MAPORG_NW2,MKT011,Phoenix,AZ,GEOGRID21_V1,NW2,NW 2 mi,315.0,2,33.4693078,-112.1015844,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT011_MAPORG_NE4,MKT011,Phoenix,AZ,GEOGRID21_V1,NE4,NE 4 mi,45.0,4,33.4898208,-112.0281196,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT011_MAPORG_SE4,MKT011,Phoenix,AZ,GEOGRID21_V1,SE4,SE 4 mi,135.0,4,33.4077396,-112.0281658,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT011_MAPORG_SW4,MKT011,Phoenix,AZ,GEOGRID21_V1,SW4,SW 4 mi,225.0,4,33.4077396,-112.1260342,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT011_MAPORG_NW4,MKT011,Phoenix,AZ,GEOGRID21_V1,NW4,NW 4 mi,315.0,4,33.4898208,-112.1260804,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT012_MAPORG_NE2,MKT012,Tucson,AZ,GEOGRID21_V1,NE2,NE 2 mi,45.0,2,32.243092,-110.9506101,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT012_MAPORG_SE2,MKT012,Tucson,AZ,GEOGRID21_V1,SE2,SE 2 mi,135.0,2,32.2020433,-110.950621,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT012_MAPORG_SW2,MKT012,Tucson,AZ,GEOGRID21_V1,SW2,SW 2 mi,225.0,2,32.2020433,-110.998899,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT012_MAPORG_NW2,MKT012,Tucson,AZ,GEOGRID21_V1,NW2,NW 2 mi,315.0,2,32.243092,-110.9989099,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT012_MAPORG_NE4,MKT012,Tucson,AZ,GEOGRID21_V1,NE4,NE 4 mi,45.0,4,32.2636093,-110.9264494,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT012_MAPORG_SE4,MKT012,Tucson,AZ,GEOGRID21_V1,SE4,SE 4 mi,135.0,4,32.181512,-110.9264928,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT012_MAPORG_SW4,MKT012,Tucson,AZ,GEOGRID21_V1,SW4,SW 4 mi,225.0,4,32.181512,-111.0230272,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT012_MAPORG_NW4,MKT012,Tucson,AZ,GEOGRID21_V1,NW4,NW 4 mi,315.0,4,32.2636093,-111.0230706,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT013_MAPORG_NE2,MKT013,Las Vegas,NV,GEOGRID21_V1,NE2,NE 2 mi,45.0,2,36.1878984,-115.1231973,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
MKT013_MAPORG_SE2,MKT013,Las Vegas,NV,GEOGRID21_V1,SE2,SE 2 mi,135.0,2,36.1468762,-115.1232105,CIVIC_CENTER_ANCHOR_V1_2026-09-09,WGS84_GEODESIC_DIRECT,7,PENDING_TIGER_GATE,LOW
